[baseline] 300 clean images
[0049e5b8-725e21a0.jpg] Left lines: 13, Right lines: 13
[1784d67b-6b223914.jpg] Left lines: 12, Right lines: 12
[1784d67b-6b223914.jpg] Left lines: 13, Right lines: 13
[1784d67b-d76145ce.jpg] Left lines: 7, Right lines: 11
[1784d67b-d76145ce.jpg] Left lines: 8, Right lines: 10
[188c58f3-792afc71.jpg] Left lines: 3, Right lines: 22
[188c58f3-792afc71.jpg] Left lines: 6, Right lines: 39
[193f7f3b-84bc7998.jpg] Left lines: 5, Right lines: 11
[193f7f3b-84bc7998.jpg] Left lines: 15, Right lines: 12
[194058b0-ac0616a6.jpg] Left lines: 19, Right lines: 0
[194058b0-ac0616a6.jpg] Left lines: 15, Right lines: 3
[19e56249-09c4bbc6.jpg] Left lines: 1, Right lines: 0
[19e56249-09c4bbc6.jpg] Left lines: 1, Right lines: 13
[1a71faae-d5f255fd.jpg] Left lines: 13, Right lines: 14
[1a71faae-d5f255fd.jpg] Left lines: 12, Right lines: 30
[1a8992a7-da5a8510.jpg] Left lines: 5, Right lines: 6
[1a8992a7-da5a8510.jpg] Left lines: 15, Right lines: 7
[1ac0178c-0b259360.jpg] Left lines: 1, Right lines: 6
[1ac0178c-0b259360.jpg] Left lines: 2, Right lines: 13
[1b30f76f-95aa8a06.jpg] Left lines: 14, Right lines: 8
[1b30f76f-95aa8a06.jpg] Left lines: 14, Right lines: 8
[1bda5a26-420ceea6.jpg] Left lines: 14, Right lines: 11
[1bda5a26-420ceea6.jpg] Left lines: 14, Right lines: 9
[1bf7f3d2-15f95138.jpg] Left lines: 14, Right lines: 23
[1bf7f3d2-15f95138.jpg] Left lines: 19, Right lines: 27
[1c227a12-10e5552c.jpg] Left lines: 4, Right lines: 12
[1c227a12-10e5552c.jpg] Left lines: 2, Right lines: 13
[1c227a12-ec67af93.jpg] Left lines: 9, Right lines: 1
[1c227a12-ec67af93.jpg] Left lines: 9, Right lines: 2
[1c5e9657-2e2a2863.jpg] Left lines: 2, Right lines: 8
[1c5e9657-2e2a2863.jpg] Left lines: 8, Right lines: 9
[1cb2a89b-4594573e.jpg] Left lines: 10, Right lines: 11
[1cb2a89b-4594573e.jpg] Left lines: 10, Right lines: 12
[1cf54809-c6daa5a9.jpg] Left lines: 15, Right lines: 13
[1cf54809-c6daa5a9.jpg] Left lines: 9, Right lines: 16
[1d5e05f8-5020f67d.jpg] Left lines: 30, Right lines: 10
[1d5e05f8-5020f67d.jpg] Left lines: 28, Right lines: 12
[1e57ae90-806bc767.jpg] Left lines: 7, Right lines: 22
[1e57ae90-806bc767.jpg] Left lines: 7, Right lines: 21
[1f959fdd-6ff63d34.jpg] Left lines: 3, Right lines: 12
[1f959fdd-6ff63d34.jpg] Left lines: 3, Right lines: 14
[1fa65acf-d43367bc.jpg] Left lines: 18, Right lines: 6
[1fa65acf-d43367bc.jpg] Left lines: 17, Right lines: 10
[20cfadfa-47711496.jpg] Left lines: 22, Right lines: 10
[20cfadfa-47711496.jpg] Left lines: 25, Right lines: 7
[20cfadfa-6f87fdc1.jpg] Left lines: 29, Right lines: 33
[20cfadfa-6f87fdc1.jpg] Left lines: 33, Right lines: 32
[225a1858-0e3a4b04.jpg] Left lines: 6, Right lines: 2
[225a1858-0e3a4b04.jpg] Left lines: 9, Right lines: 1
[22be2f14-59fbdca0.jpg] Left lines: 10, Right lines: 10
[22be2f14-59fbdca0.jpg] Left lines: 10, Right lines: 14
[23333f35-0cbc3f0f.jpg] Left lines: 6, Right lines: 5
[23333f35-0cbc3f0f.jpg] Left lines: 6, Right lines: 2
[23df146f-64b50e4c.jpg] Left lines: 21, Right lines: 25
[23df146f-64b50e4c.jpg] Left lines: 22, Right lines: 28
[24392d7c-998011c2.jpg] Left lines: 15, Right lines: 13
[24392d7c-998011c2.jpg] Left lines: 9, Right lines: 17
[250e7595-b14da270.jpg] Left lines: 18, Right lines: 8
[250e7595-b14da270.jpg] Left lines: 28, Right lines: 10
[26190b83-39ccb412.jpg] Left lines: 3, Right lines: 29
[26190b83-39ccb412.jpg] Left lines: 4, Right lines: 41
[272d52f6-8aac36b3.jpg] Left lines: 15, Right lines: 10
[272d52f6-8aac36b3.jpg] Left lines: 16, Right lines: 11
[2752681a-e813599a.jpg] Left lines: 20, Right lines: 10
[2752681a-e813599a.jpg] Left lines: 16, Right lines: 9
[27645526-f038b033.jpg] Left lines: 56, Right lines: 6
[27645526-f038b033.jpg] Left lines: 39, Right lines: 3
[2773af6f-23e23a6b.jpg] Left lines: 12, Right lines: 12
[2773af6f-23e23a6b.jpg] Left lines: 13, Right lines: 19
[28faf684-03ef4c6e.jpg] Left lines: 10, Right lines: 17
[28faf684-03ef4c6e.jpg] Left lines: 10, Right lines: 16
[292720ee-d847ee69.jpg] Left lines: 8, Right lines: 8
[292720ee-d847ee69.jpg] Left lines: 9, Right lines: 10
[2b54fe2d-c5b810e6.jpg] Left lines: 19, Right lines: 27
[2b54fe2d-c5b810e6.jpg] Left lines: 33, Right lines: 7
[2b605c48-8dfe352b.jpg] Left lines: 14, Right lines: 30
[2b605c48-8dfe352b.jpg] Left lines: 23, Right lines: 39
[2beccce2-354608e2.jpg] Left lines: 20, Right lines: 26
[2beccce2-354608e2.jpg] Left lines: 34, Right lines: 32
[2c87e51d-aa7a8031.jpg] Left lines: 1, Right lines: 9
[2c87e51d-aa7a8031.jpg] Left lines: 14, Right lines: 1
[2ce0b449-e818dc97.jpg] Left lines: 6, Right lines: 0
[2ce0b449-e818dc97.jpg] Left lines: 8, Right lines: 7
[2cf976a2-479cd46b.jpg] Left lines: 6, Right lines: 7
[2cf976a2-479cd46b.jpg] Left lines: 4, Right lines: 7
[2e2fae77-b7497ca0.jpg] Left lines: 11, Right lines: 21
[2e2fae77-b7497ca0.jpg] Left lines: 10, Right lines: 15
[2ead8042-2493c03f.jpg] Left lines: 5, Right lines: 7
[2ead8042-2493c03f.jpg] Left lines: 5, Right lines: 12
[2f1864c1-1a17d11c.jpg] Left lines: 13, Right lines: 16
[2f1864c1-1a17d11c.jpg] Left lines: 14, Right lines: 12
[2f879dc0-b09e4824.jpg] Left lines: 12, Right lines: 15
[2f879dc0-b09e4824.jpg] Left lines: 13, Right lines: 12
[2fc9ad1e-ee4c9e43.jpg] Left lines: 14, Right lines: 5
[2fc9ad1e-ee4c9e43.jpg] Left lines: 17, Right lines: 5
[3050b249-0ffbd6ec.jpg] Left lines: 2, Right lines: 6
[3050b249-0ffbd6ec.jpg] Left lines: 7, Right lines: 5
[314cc010-3eab5c90.jpg] Left lines: 7, Right lines: 12
[314cc010-3eab5c90.jpg] Left lines: 13, Right lines: 14
[31765c6b-90b0d612.jpg] Left lines: 12, Right lines: 13
[31765c6b-90b0d612.jpg] Left lines: 11, Right lines: 11
[31cf6eba-5c84c636.jpg] Left lines: 14, Right lines: 9
[31cf6eba-5c84c636.jpg] Left lines: 17, Right lines: 9
[32de2244-122f1783.jpg] Left lines: 7, Right lines: 13
[32de2244-122f1783.jpg] Left lines: 7, Right lines: 16
[33420085-32996107.jpg] Left lines: 33, Right lines: 8
[33420085-32996107.jpg] Left lines: 39, Right lines: 12
[3430a5e6-00ec38d2.jpg] Left lines: 13, Right lines: 4
[3430a5e6-00ec38d2.jpg] Left lines: 10, Right lines: 12
[35eb46d0-8f7e28a0.jpg] Left lines: 13, Right lines: 16
[35eb46d0-8f7e28a0.jpg] Left lines: 15, Right lines: 18
[3735fc3d-69d8b80c.jpg] Left lines: 18, Right lines: 14
[3735fc3d-69d8b80c.jpg] Left lines: 21, Right lines: 12
[3740cd4f-ff1d423d.jpg] Left lines: 6, Right lines: 13
[3740cd4f-ff1d423d.jpg] Left lines: 16, Right lines: 14
[375abba2-9f2ed56c.jpg] Left lines: 14, Right lines: 14
[375abba2-9f2ed56c.jpg] Left lines: 16, Right lines: 14
[37723e55-31730cf5.jpg] Left lines: 2, Right lines: 4
[37723e55-31730cf5.jpg] Left lines: 10, Right lines: 4
[380a3f8e-ba4f0def.jpg] Left lines: 17, Right lines: 10
[380a3f8e-ba4f0def.jpg] Left lines: 23, Right lines: 9
[385b0f61-1aee12ef.jpg] Left lines: 11, Right lines: 6
[385b0f61-1aee12ef.jpg] Left lines: 8, Right lines: 8
[3865fea7-b4fe472d.jpg] Left lines: 17, Right lines: 18
[3865fea7-b4fe472d.jpg] Left lines: 11, Right lines: 14
[38e561dd-8ea8ae2d.jpg] Left lines: 9, Right lines: 12
[38e561dd-8ea8ae2d.jpg] Left lines: 14, Right lines: 21
[38ed8d8d-93c48de2.jpg] Left lines: 10, Right lines: 7
[38ed8d8d-93c48de2.jpg] Left lines: 14, Right lines: 8
[38ed8d8d-b1c230ef.jpg] Left lines: 4, Right lines: 4
[38ed8d8d-b1c230ef.jpg] Left lines: 5, Right lines: 4
[38ed8d8d-fa50400c.jpg] Left lines: 12, Right lines: 29
[38ed8d8d-fa50400c.jpg] Left lines: 9, Right lines: 30
[3900ad8c-8834019f.jpg] Left lines: 0, Right lines: 5
[3900ad8c-8834019f.jpg] Left lines: 1, Right lines: 10
[39ddb110-04604b9c.jpg] Left lines: 1, Right lines: 11
[39ddb110-04604b9c.jpg] Left lines: 1, Right lines: 15
[39fc6d1c-6155351d.jpg] Left lines: 0, Right lines: 16
[39fc6d1c-6155351d.jpg] Left lines: 5, Right lines: 14
[3a278d39-b92df256.jpg] Left lines: 14, Right lines: 9
[3a278d39-b92df256.jpg] Left lines: 19, Right lines: 10
[3a3407a2-df8ea956.jpg] Left lines: 15, Right lines: 0
[3a3407a2-df8ea956.jpg] Left lines: 10, Right lines: 6
[3ad0c4a7-2a3d544e.jpg] Left lines: 9, Right lines: 2
[3ad0c4a7-2a3d544e.jpg] Left lines: 3, Right lines: 2
[3b1e1bc1-ee64e36e.jpg] Left lines: 11, Right lines: 15
[3b1e1bc1-ee64e36e.jpg] Left lines: 11, Right lines: 14
[3b44ef5a-c09e8479.jpg] Left lines: 21, Right lines: 13
[3b44ef5a-c09e8479.jpg] Left lines: 14, Right lines: 11
[3b563c5e-0102edaf.jpg] Left lines: 3, Right lines: 13
[3b563c5e-0102edaf.jpg] Left lines: 4, Right lines: 15
[3b9716a6-d2566395.jpg] Left lines: 10, Right lines: 9
[3b9716a6-d2566395.jpg] Left lines: 31, Right lines: 15
[3c0bbdc2-79baffce.jpg] Left lines: 20, Right lines: 7
[3c0bbdc2-79baffce.jpg] Left lines: 15, Right lines: 8
[3c5752b6-9c0bdf98.jpg] Left lines: 1, Right lines: 6
[3c5752b6-9c0bdf98.jpg] Left lines: 4, Right lines: 7
[3c95ae26-68abac3f.jpg] Left lines: 9, Right lines: 9
[3c95ae26-68abac3f.jpg] Left lines: 9, Right lines: 7
[3e0f1745-a95a63ad.jpg] Left lines: 8, Right lines: 19
[3e0f1745-a95a63ad.jpg] Left lines: 11, Right lines: 23
[3f4eb6a6-9eee52f9.jpg] Left lines: 16, Right lines: 15
[3f4eb6a6-9eee52f9.jpg] Left lines: 17, Right lines: 17
[3f85a987-1ef4053b.jpg] Left lines: 3, Right lines: 4
[3f85a987-1ef4053b.jpg] Left lines: 3, Right lines: 11
[3fe1feaa-10126fec.jpg] Left lines: 8, Right lines: 4
[3fe1feaa-10126fec.jpg] Left lines: 4, Right lines: 14
[3ffdaa26-b394f6f8.jpg] Left lines: 3, Right lines: 19
[3ffdaa26-b394f6f8.jpg] Left lines: 2, Right lines: 18
[4027c10d-41d54e9b.jpg] Left lines: 5, Right lines: 11
[4027c10d-41d54e9b.jpg] Left lines: 8, Right lines: 16
[428e99ea-4166e549.jpg] Left lines: 40, Right lines: 9
[428e99ea-4166e549.jpg] Left lines: 42, Right lines: 8
[42e0dd11-74b81997.jpg] Left lines: 3, Right lines: 13
[42e0dd11-74b81997.jpg] Left lines: 6, Right lines: 13
[430395d1-931c959e.jpg] Left lines: 14, Right lines: 5
[430395d1-931c959e.jpg] Left lines: 16, Right lines: 8
[43126e0d-495d04a5.jpg] Left lines: 9, Right lines: 15
[43126e0d-495d04a5.jpg] Left lines: 9, Right lines: 21
[43126e0d-cce96832.jpg] Left lines: 20, Right lines: 10
[43126e0d-cce96832.jpg] Left lines: 19, Right lines: 14
[432f9e20-83a0d96c.jpg] Left lines: 20, Right lines: 17
[432f9e20-83a0d96c.jpg] Left lines: 22, Right lines: 19
[43c7ed5c-b0690325.jpg] Left lines: 2, Right lines: 7
[43c7ed5c-b0690325.jpg] Left lines: 2, Right lines: 5
[44cc16d9-d2e06fd6.jpg] Left lines: 4, Right lines: 6
[44cc16d9-d2e06fd6.jpg] Left lines: 5, Right lines: 7
[45bafa98-1ee18a2f.jpg] Left lines: 1, Right lines: 6
[45bafa98-1ee18a2f.jpg] Left lines: 1, Right lines: 8
[46d048a1-8f7f385c.jpg] Left lines: 3, Right lines: 8
[46d048a1-8f7f385c.jpg] Left lines: 3, Right lines: 10
[46f76df9-8bf77914.jpg] Left lines: 13, Right lines: 10
[46f76df9-8bf77914.jpg] Left lines: 11, Right lines: 16
[480263a0-5aad7ae9.jpg] Left lines: 2, Right lines: 30
[480263a0-5aad7ae9.jpg] Left lines: 8, Right lines: 45
[488480d6-b94cf415.jpg] Left lines: 8, Right lines: 17
[488480d6-b94cf415.jpg] Left lines: 2, Right lines: 22
[48ed707e-5062e4c3.jpg] Left lines: 14, Right lines: 5
[48ed707e-5062e4c3.jpg] Left lines: 11, Right lines: 5
[4a289ff2-7da7feb6.jpg] Left lines: 0, Right lines: 1
[4a289ff2-7da7feb6.jpg] Left lines: 0, Right lines: 1
[4a31f3e3-ac7ed780.jpg] Left lines: 32, Right lines: 7
[4a31f3e3-ac7ed780.jpg] Left lines: 27, Right lines: 6
[4b2e1dde-65b54419.jpg] Left lines: 6, Right lines: 12
[4b2e1dde-65b54419.jpg] Left lines: 9, Right lines: 13
[4d4a590b-4332c5ab.jpg] Left lines: 5, Right lines: 7
[4d4a590b-4332c5ab.jpg] Left lines: 17, Right lines: 8
[5069db50-52f5af30.jpg] Left lines: 28, Right lines: 10
[5069db50-52f5af30.jpg] Left lines: 21, Right lines: 9
[50866f46-30d1f303.jpg] Left lines: 14, Right lines: 16
[50866f46-30d1f303.jpg] Left lines: 9, Right lines: 14
[50b115d6-4b08a666.jpg] Left lines: 1, Right lines: 10
[50b115d6-4b08a666.jpg] Left lines: 12, Right lines: 7
[50b2e757-6c7d0f63.jpg] Left lines: 10, Right lines: 21
[50b2e757-6c7d0f63.jpg] Left lines: 9, Right lines: 16
[50d0fd05-8db58ebd.jpg] Left lines: 3, Right lines: 1
[50d0fd05-8db58ebd.jpg] Left lines: 2, Right lines: 3
[510671e9-603795e0.jpg] Left lines: 16, Right lines: 30
[510671e9-603795e0.jpg] Left lines: 13, Right lines: 33
[514a6d58-0790e0cd.jpg] Left lines: 13, Right lines: 10
[514a6d58-0790e0cd.jpg] Left lines: 16, Right lines: 17
[5150bb50-300d52ce.jpg] Left lines: 14, Right lines: 24
[5150bb50-300d52ce.jpg] Left lines: 13, Right lines: 21
[52799e9e-8c8673f3.jpg] Left lines: 9, Right lines: 9
[52799e9e-8c8673f3.jpg] Left lines: 9, Right lines: 7
[52bda346-fd8ac6e7.jpg] Left lines: 4, Right lines: 10
[52bda346-fd8ac6e7.jpg] Left lines: 8, Right lines: 23
[534418ba-ee05398f.jpg] Left lines: 10, Right lines: 8
[534418ba-ee05398f.jpg] Left lines: 11, Right lines: 11
[54360b72-e00a3f70.jpg] Left lines: 23, Right lines: 40
[54360b72-e00a3f70.jpg] Left lines: 19, Right lines: 5
[554d7cd5-a32486dd.jpg] Left lines: 10, Right lines: 14
[554d7cd5-a32486dd.jpg] Left lines: 15, Right lines: 15
[559fed19-7893646f.jpg] Left lines: 3, Right lines: 13
[559fed19-7893646f.jpg] Left lines: 3, Right lines: 8
[57165857-e4d4a47f.jpg] Left lines: 2, Right lines: 2
[57165857-e4d4a47f.jpg] Left lines: 1, Right lines: 5
[5795bfe7-a599384a.jpg] Left lines: 7, Right lines: 4
[5795bfe7-a599384a.jpg] Left lines: 9, Right lines: 24
[57ac74e2-e86131f1.jpg] Left lines: 3, Right lines: 27
[57ac74e2-e86131f1.jpg] Left lines: 7, Right lines: 56
[57b495f2-6da6b1e5.jpg] Left lines: 3, Right lines: 3
[57b495f2-6da6b1e5.jpg] Left lines: 4, Right lines: 2
[585443c8-2621a6b1.jpg] Left lines: 8, Right lines: 7
[585443c8-2621a6b1.jpg] Left lines: 9, Right lines: 6
[5877b384-2545daf4.jpg] Left lines: 25, Right lines: 5
[5877b384-2545daf4.jpg] Left lines: 28, Right lines: 5
[587bb1bf-1aa00fe5.jpg] Left lines: 17, Right lines: 14
[587bb1bf-1aa00fe5.jpg] Left lines: 25, Right lines: 13
[5995c288-2d152172.jpg] Left lines: 12, Right lines: 0
[5995c288-2d152172.jpg] Left lines: 11, Right lines: 0
[59cde7c7-344bffb1.jpg] Left lines: 4, Right lines: 0
[59cde7c7-344bffb1.jpg] Left lines: 4, Right lines: 5
[5a8f9b5d-1fdfd2d4.jpg] Left lines: 26, Right lines: 18
[5a8f9b5d-1fdfd2d4.jpg] Left lines: 20, Right lines: 16
[5ae83f9c-da990b49.jpg] Left lines: 11, Right lines: 14
[5ae83f9c-da990b49.jpg] Left lines: 12, Right lines: 30
[5b2b4881-67a6cb87.jpg] Left lines: 5, Right lines: 2
[5b2b4881-67a6cb87.jpg] Left lines: 13, Right lines: 1
[5b2fd56a-37759b05.jpg] Left lines: 14, Right lines: 0
[5b2fd56a-37759b05.jpg] Left lines: 18, Right lines: 2
[5b4b0b07-2fb56b82.jpg] Left lines: 8, Right lines: 11
[5b4b0b07-2fb56b82.jpg] Left lines: 11, Right lines: 24
[5bc44a50-c371c4d0.jpg] Left lines: 13, Right lines: 14
[5bc44a50-c371c4d0.jpg] Left lines: 12, Right lines: 7
[5c4004b7-bf3b7941.jpg] Left lines: 11, Right lines: 8
[5c4004b7-bf3b7941.jpg] Left lines: 11, Right lines: 8
[5c534f5f-a76c7f4b.jpg] Left lines: 10, Right lines: 12
[5c534f5f-a76c7f4b.jpg] Left lines: 11, Right lines: 17
[5c5dc708-35460444.jpg] Left lines: 2, Right lines: 5
[5c5dc708-35460444.jpg] Left lines: 5, Right lines: 6
[5da6c6b6-76c54605.jpg] Left lines: 2, Right lines: 6
[5da6c6b6-76c54605.jpg] Left lines: 8, Right lines: 7
[5dc5141c-5890b5b1.jpg] Left lines: 1, Right lines: 14
[5dc5141c-5890b5b1.jpg] Left lines: 1, Right lines: 13
[5dd831da-bd00cf03.jpg] Left lines: 15, Right lines: 11
[5dd831da-bd00cf03.jpg] Left lines: 16, Right lines: 34
[5dfb063f-7bd23d5c.jpg] Left lines: 10, Right lines: 8
[5dfb063f-7bd23d5c.jpg] Left lines: 11, Right lines: 7
[5e0b701e-d443d8c2.jpg] Left lines: 9, Right lines: 17
[5e0b701e-d443d8c2.jpg] Left lines: 9, Right lines: 15
[5e26f49d-0bc53c7e.jpg] Left lines: 15, Right lines: 1
[5e26f49d-0bc53c7e.jpg] Left lines: 26, Right lines: 1
[5e26f49d-9271bf00.jpg] Left lines: 10, Right lines: 10
[5e26f49d-9271bf00.jpg] Left lines: 13, Right lines: 13
[5e625ec3-7b4fc682.jpg] Left lines: 17, Right lines: 16
[5e625ec3-7b4fc682.jpg] Left lines: 19, Right lines: 18
[5f9387ff-330136ae.jpg] Left lines: 14, Right lines: 3
[5f9387ff-330136ae.jpg] Left lines: 18, Right lines: 14
[5fa17a25-88b8e6b9.jpg] Left lines: 23, Right lines: 14
[5fa17a25-88b8e6b9.jpg] Left lines: 34, Right lines: 21
[5fa422e1-2d8dd765.jpg] Left lines: 27, Right lines: 4
[5fa422e1-2d8dd765.jpg] Left lines: 31, Right lines: 3
[5fb2a702-f56a339c.jpg] Left lines: 12, Right lines: 5
[5fb2a702-f56a339c.jpg] Left lines: 9, Right lines: 5
[6011831b-0992e205.jpg] Left lines: 15, Right lines: 11
[6011831b-0992e205.jpg] Left lines: 23, Right lines: 18
[60137cc0-428b8f5b.jpg] Left lines: 10, Right lines: 1
[60137cc0-428b8f5b.jpg] Left lines: 10, Right lines: 1
[604b5b3e-3c2e6b6b.jpg] Left lines: 4, Right lines: 9
[604b5b3e-3c2e6b6b.jpg] Left lines: 4, Right lines: 10
[6092f5a2-424550ba.jpg] Left lines: 12, Right lines: 13
[6092f5a2-424550ba.jpg] Left lines: 14, Right lines: 17
[60ba25dd-6c0df417.jpg] Left lines: 6, Right lines: 10
[60ba25dd-6c0df417.jpg] Left lines: 7, Right lines: 12
[60c678e7-4813ae0f.jpg] Left lines: 12, Right lines: 0
[60c678e7-4813ae0f.jpg] Left lines: 7, Right lines: 8
[614ecada-16b0f8b6.jpg] Left lines: 14, Right lines: 22
[614ecada-16b0f8b6.jpg] Left lines: 13, Right lines: 20
[61e4ad87-53ceb455.jpg] Left lines: 33, Right lines: 14
[61e4ad87-53ceb455.jpg] Left lines: 39, Right lines: 9
[6240d7b3-b51b5788.jpg] Left lines: 10, Right lines: 11
[6240d7b3-b51b5788.jpg] Left lines: 9, Right lines: 10
[62aefb36-b685117f.jpg] Left lines: 24, Right lines: 19
[62aefb36-b685117f.jpg] Left lines: 23, Right lines: 25
[634c1785-3bb9a8a2.jpg] Left lines: 11, Right lines: 16
[634c1785-3bb9a8a2.jpg] Left lines: 11, Right lines: 9
[634c1785-aeb1652f.jpg] Left lines: 22, Right lines: 15
[634c1785-aeb1652f.jpg] Left lines: 20, Right lines: 13
[63f73472-028615f1.jpg] Left lines: 20, Right lines: 14
[63f73472-028615f1.jpg] Left lines: 35, Right lines: 17
[6485ad0a-245d1600.jpg] Left lines: 30, Right lines: 13
[6485ad0a-245d1600.jpg] Left lines: 36, Right lines: 13
[648dc925-e359dbec.jpg] Left lines: 21, Right lines: 4
[648dc925-e359dbec.jpg] Left lines: 24, Right lines: 3
[65edc5a1-f309fed7.jpg] Left lines: 14, Right lines: 11
[65edc5a1-f309fed7.jpg] Left lines: 31, Right lines: 20
[661381d9-1114a810.jpg] Left lines: 17, Right lines: 3
[661381d9-1114a810.jpg] Left lines: 20, Right lines: 5
[664cb246-f84cfaf4.jpg] Left lines: 18, Right lines: 14
[664cb246-f84cfaf4.jpg] Left lines: 22, Right lines: 13
[675cf8fa-4b1ce8b9.jpg] Left lines: 24, Right lines: 14
[675cf8fa-4b1ce8b9.jpg] Left lines: 22, Right lines: 14
[67faeadf-eb09a636.jpg] Left lines: 1, Right lines: 8
[67faeadf-eb09a636.jpg] Left lines: 8, Right lines: 8
[691be377-5dbc29ee.jpg] Left lines: 4, Right lines: 2
[691be377-5dbc29ee.jpg] Left lines: 8, Right lines: 10
[692f1303-05178963.jpg] Left lines: 3, Right lines: 2
[692f1303-05178963.jpg] Left lines: 8, Right lines: 3
[692f9b08-bdbbd729.jpg] Left lines: 25, Right lines: 3
[692f9b08-bdbbd729.jpg] Left lines: 25, Right lines: 6
[69bfbe31-5ee2a642.jpg] Left lines: 30, Right lines: 10
[69bfbe31-5ee2a642.jpg] Left lines: 28, Right lines: 13
[69cf7667-68f59649.jpg] Left lines: 14, Right lines: 8
[69cf7667-68f59649.jpg] Left lines: 12, Right lines: 14
[69cf7667-7eb40860.jpg] Left lines: 20, Right lines: 8
[69cf7667-7eb40860.jpg] Left lines: 23, Right lines: 11
[6a44fb9a-05a3dd18.jpg] Left lines: 20, Right lines: 11
[6a44fb9a-05a3dd18.jpg] Left lines: 41, Right lines: 14
[6a793e80-4f5e207f.jpg] Left lines: 8, Right lines: 3
[6a793e80-4f5e207f.jpg] Left lines: 11, Right lines: 10
[6a82c0d6-b31f6b90.jpg] Left lines: 0, Right lines: 19
[6a82c0d6-b31f6b90.jpg] Left lines: 1, Right lines: 22
[6a8d218d-14e4fa28.jpg] Left lines: 4, Right lines: 12
[6a8d218d-14e4fa28.jpg] Left lines: 12, Right lines: 6
[6ad110c3-789e7724.jpg] Left lines: 28, Right lines: 12
[6ad110c3-789e7724.jpg] Left lines: 28, Right lines: 12
[6b15392a-3a1699fd.jpg] Left lines: 22, Right lines: 21
[6b15392a-3a1699fd.jpg] Left lines: 33, Right lines: 17
[6b784eee-0a5a2c89.jpg] Left lines: 30, Right lines: 9
[6b784eee-0a5a2c89.jpg] Left lines: 51, Right lines: 7
[6bb5a881-15e5c2c4.jpg] Left lines: 5, Right lines: 0
[6bb5a881-15e5c2c4.jpg] Left lines: 13, Right lines: 14
[6bd41587-d65ba5b4.jpg] Left lines: 5, Right lines: 5
[6bd41587-d65ba5b4.jpg] Left lines: 5, Right lines: 5
[6d0d7bef-fb11b6e1.jpg] Left lines: 4, Right lines: 6
[6d0d7bef-fb11b6e1.jpg] Left lines: 20, Right lines: 7
[6d57736c-a35808b9.jpg] Left lines: 8, Right lines: 6
[6d57736c-a35808b9.jpg] Left lines: 11, Right lines: 3
[6d8a6d94-00a7ad92.jpg] Left lines: 5, Right lines: 8
[6d8a6d94-00a7ad92.jpg] Left lines: 14, Right lines: 10
[6eeed3fa-87a1b0c9.jpg] Left lines: 6, Right lines: 11
[6eeed3fa-87a1b0c9.jpg] Left lines: 9, Right lines: 12
[701992bd-8a457895.jpg] Left lines: 11, Right lines: 15
[701992bd-8a457895.jpg] Left lines: 14, Right lines: 14
[7171644d-4e74752e.jpg] Left lines: 7, Right lines: 24
[7171644d-4e74752e.jpg] Left lines: 5, Right lines: 26
[7171644d-ee92c71e.jpg] Left lines: 12, Right lines: 23
[7171644d-ee92c71e.jpg] Left lines: 13, Right lines: 25
[72f22fa5-8af4615c.jpg] Left lines: 23, Right lines: 11
[72f22fa5-8af4615c.jpg] Left lines: 38, Right lines: 11
[72fd00fe-aeadfc89.jpg] Left lines: 12, Right lines: 12
[72fd00fe-aeadfc89.jpg] Left lines: 12, Right lines: 14
[730c67a5-563e9b1f.jpg] Left lines: 13, Right lines: 6
[730c67a5-563e9b1f.jpg] Left lines: 13, Right lines: 13
[738a2bcd-7a6fde0d.jpg] Left lines: 5, Right lines: 6
[738a2bcd-7a6fde0d.jpg] Left lines: 5, Right lines: 5
[73aff960-d46366ec.jpg] Left lines: 3, Right lines: 6
[73aff960-d46366ec.jpg] Left lines: 4, Right lines: 10
[73d338d6-edf0b3db.jpg] Left lines: 18, Right lines: 18
[73d338d6-edf0b3db.jpg] Left lines: 22, Right lines: 35
[75ad1fff-77299093.jpg] Left lines: 0, Right lines: 8
[75ad1fff-77299093.jpg] Left lines: 6, Right lines: 11
[75f5f52c-6b67e736.jpg] Left lines: 10, Right lines: 8
[75f5f52c-6b67e736.jpg] Left lines: 11, Right lines: 6
[777005a8-14c739ad.jpg] Left lines: 6, Right lines: 4
[777005a8-14c739ad.jpg] Left lines: 17, Right lines: 4
[7771e03b-832e52c0.jpg] Left lines: 4, Right lines: 12
[7771e03b-832e52c0.jpg] Left lines: 11, Right lines: 11
[7771e03b-a8f9d50c.jpg] Left lines: 20, Right lines: 10
[7771e03b-a8f9d50c.jpg] Left lines: 19, Right lines: 5
[7797fea2-c37f9856.jpg] Left lines: 10, Right lines: 16
[7797fea2-c37f9856.jpg] Left lines: 8, Right lines: 21
[77bdbeb0-edb0613f.jpg] Left lines: 12, Right lines: 11
[77bdbeb0-edb0613f.jpg] Left lines: 15, Right lines: 5
